BIOBASE accession	HGNC	Illumina	
GN000158527	PDXK	0006400215;0002320324;ILMN_1672504;ILMN_1764503	
GN000162495	HCAR1	0005050575;ILMN_2161848;ILMN_1811272	
GN000163983	SERHL2	0006650497;ILMN_1657409;ILMN_2289844;ILMN_1760878	
GN000083035	RBM11	0006110528;ILMN_1651712	
GN000007755	MAP2K4	0003060600;ILMN_1739534;ILMN_2100689;ILMN_2100693	
GN000090566	FAM169B	0006860706;ILMN_1674608	
GN000005678	RAC3	0001940097;ILMN_1693340	
GN000165824	PIP5K1C	0001090494;ILMN_1668514	
GN000003386	MAP3K7	0002760338;ILMN_1810176	
GN000091976	MROH2A	0005910128;ILMN_1764457	
GN000064673	GALNT9	0002510170;ILMN_1653687;ILMN_1749379;ILMN_1708925;ILMN_3296181	
GN000087653	C1orf127	0000670288;ILMN_1744089	
GN000160033	RSBN1	0002570014;ILMN_1791097	
GN000058221	FNBP4	0002190538;ILMN_1750911;ILMN_2108938	
GN000080479	OLFM2	ILMN_2110271	
GN000001449	CPSF4	0006860070;ILMN_1660426;ILMN_2357260	
GN000058477	PARM1	0000580594;ILMN_1656560	
GN000159871	WAC	0002760239;0003190131;ILMN_1796879;ILMN_2323526;ILMN_1669727	
GN000158749	USP6NL	0001770528;0100070746;ILMN_1659696;ILMN_2311826	
GN000004850	ADCY7	0003130400;ILMN_1655935	
GN000007995	CBFB	0004810341;ILMN_2399489;ILMN_1766408;ILMN_1769186	
GN000162859	TMEM123	0003830427;ILMN_1724139	
GN000061995	LPCAT2	0000840154;ILMN_1796335	
GN000158886	SORBS3	0003850324;ILMN_1789338;ILMN_1661641;ILMN_1673223;ILMN_2261099	
GN000159783	TRNT1	0006370670;0105080286;ILMN_1655924;ILMN_1655052;ILMN_1764098	
GN000001993	RNMTL1	0002810725;ILMN_1689652	
GN000007010	TLR7	0005670402;ILMN_1677827	
GN000004841	ADAM9	ILMN_1727524	
GN000159604	MMADHC	0001230239;ILMN_3248966;ILMN_2090558;ILMN_1810759	
GN000044020	ALDH4A1	0005690082;0000450301;ILMN_1790642;ILMN_1696099;ILMN_2244841;ILMN_2406557;ILMN_1656368	
GN000058509	TMEM158	0004570458;ILMN_1792455	
GN000228507	DDO	0000840576;0001230315;ILMN_2393456;ILMN_1790329;ILMN_2393461;ILMN_1677364	
GN000613566	KRTAP9-1	0103940193;0100460279;ILMN_3246457;ILMN_3224662	
GN000158394	ZNF197	0000730408;ILMN_1790784;ILMN_2270900;ILMN_1654689;ILMN_1684623	
GN000547802	MIR410	ILMN_3310045;ILMN_3307992	
GN000297026	TRAV3	ILMN_1790771	
GN000229399	MIR21	ILMN_3310840	
GN000050593	PLIN1	0007050278;ILMN_1665562	
GN000159809	ING4	0000510156;0006840341;ILMN_1809141;ILMN_1744126	
GN000049757	EPHX2	0003870451;0104120239;ILMN_1709237	
GN000162417	PROK1	0005340403;ILMN_1716259	
GN000004525	RAP1A	0007000463;ILMN_1766176;ILMN_1809191	
GN000302950	MIR1271	ILMN_3309244	
GN000159623	ACAD9	0003870364;ILMN_1840106;ILMN_1775579	
GN000158332	UBA52	0004920441;ILMN_2368576	
GN000061407	HPCAL4	0004730711;ILMN_1736976	
GN000165219	MTX3	0007100017;ILMN_1679071	
GN000007655	FGF7	0004610338;ILMN_1886422;ILMN_1713823;ILMN_1731240	
GN000049221	ACAT2	0001050619;ILMN_2133799;ILMN_1708672	
GN000160238	TMEM19	ILMN_3251207;ILMN_1693333	
GN000059227	OR10H1	0002810601;ILMN_1787434	
GN000158656	B4GALT5	0001500168;ILMN_1653749;ILMN_1685824	
GN000064978	ERAP2	0001230731;ILMN_1743145;ILMN_2123312	
GN000157399	ATP5O	0006510131;ILMN_1734782;ILMN_1791332	
GN000157519	CP	0001980458;ILMN_1739608;ILMN_1813206	
GN000160800	PRDM15	0000940121;ILMN_1682491	
GN000199021	LINC00152	0102850377;ILMN_1665515;ILMN_1690732;ILMN_3230508;ILMN_3230572;ILMN_3220934;ILMN_1696846;ILMN_2143795	
GN000061925	MCM9	0000840577;0006840152;ILMN_1699487;ILMN_1800181;ILMN_3238762;ILMN_1680867	
GN000004679	CITED2	0003170279;ILMN_1663092	
GN000156482	NCDN	0006180121;ILMN_2359500;ILMN_1687316;ILMN_1704354	
GN000614180	OST4	ILMN_1739335	
GN000051018	SYT3	0002680576;ILMN_1724774	
GN000000659	LAMB3	0006760440;ILMN_1800142;ILMN_1686381;ILMN_1680054;ILMN_1715684	
GN000004322	CDK9	ILMN_1729684;ILMN_1747556	
GN000159770	TVP23B	ILMN_1661593;ILMN_1751492;ILMN_1682823	
GN000129066	C15orf59	0103870114;ILMN_2141118	
GN000082663	UBE3D	0002970603;ILMN_2127624;ILMN_1719103	
GN000159927	SARAF	0005050017;ILMN_1780141	
GN000614170	OR3A2	0002760594;ILMN_1719848	
GN000548220	MIR559	ILMN_3309299	
GN000159744	SLC45A1	0003520079;ILMN_2324162	
GN000049296	AQP7	0002100072;ILMN_1738494	
GN000159939	TM7SF3	0001400102;ILMN_1803995	
GN000124446	ANKRD20A2	0001240403;ILMN_1747839;ILMN_1679184;ILMN_2398211;ILMN_3244353	
GN000616501	C5orf64	0005340097;ILMN_1674116	
GN000003247	VDR	0106020070;0006620095;ILMN_1666203;ILMN_1869034;ILMN_1794337;ILMN_2319952	
GN000156346	ABLIM3	0004760541;ILMN_1656940	
GN000003473	P2RY4	0002470292;ILMN_1810714;ILMN_1721630	
GN000159305	FNDC3A	0003440128;ILMN_1705111;ILMN_2362581;ILMN_2269380	
GN000000699	MMP15	0004280458;ILMN_1718646	
GN000007787	CXXC4	ILMN_3225329;ILMN_1763657	
GN000129294	CYCSP52	ILMN_3240354	
GN000158350	VBP1	0005420079;ILMN_2223010;ILMN_1800612	
GN000082516	DEPDC7	0002680497;ILMN_2280960;ILMN_2383163;ILMN_1718152	
GN000007189	NR2C1	ILMN_1728983;ILMN_1734867	
GN000010085	BRWD1	0002100706;0005900044;0006350136;0106200403;ILMN_1673518;ILMN_1801866;ILMN_2296011;ILMN_1761915;ILMN_2202320	
GN000158372	ZNF25	0006900167;ILMN_1808765	
GN000004659	GFRA2	0002360520;ILMN_3237662;ILMN_1656300	
GN000001108	STX11	0005550736;ILMN_1720771	
GN000051726	RAB3D	0002060014;ILMN_1731568	
GN000228984	FRMPD2B	0001230497;0104210253;ILMN_2309733	
GN000049228	ADAM8	0002630500;ILMN_1708348	
GN000165146	FAM102A	0001780154;ILMN_2401779;ILMN_1745112	
GN000158553	CTSF	0000360154;ILMN_1750122;ILMN_1804955	
GN000090456	SLC36A2	0004540402;ILMN_1793182	
GN000298318	SNORD63	ILMN_3248394	
GN000091014	SP8	0006130450;0000110725;ILMN_2306630;ILMN_1721440;ILMN_1744408;ILMN_1699803;ILMN_2306631	
GN000550404	SZT2	0002810465;ILMN_1701315;ILMN_1657913;ILMN_2250853;ILMN_1719398;ILMN_1753115;ILMN_1716517	
GN000616730	DDTL	ILMN_3244439	
GN000001314	ARL4C	0000610358;ILMN_1768391	
GN000229549	FOXD4L3	0006770551;ILMN_1698938;ILMN_1705550	
GN000157853	LOX	0002190161;ILMN_1695880	
GN000165368	SLC25A53	0002230594;ILMN_2152422;ILMN_1715745	
GN000010493	UGT1A8	ILMN_1700267;ILMN_2061537	
GN000076681	EFHD1	0004050270;ILMN_1779448	
GN000078391	TNRC18	ILMN_1766975	
GN000082317	PROSER3	0001400333;ILMN_1692947;ILMN_2195397	
GN000006995	FZD4	0001090193;ILMN_1743367	
GN000007765	MT3	ILMN_1675947	
GN000051437	OR5F1	0001170131;ILMN_1764216;ILMN_2070530	
GN000049376	BSG	0002640341;0006900020;ILMN_1730709;ILMN_1778374	
GN000007651	PTK2	0000670044;0002480025;ILMN_1676305;ILMN_1714364	
GN000090083	MSS51	0001690463;ILMN_1668398;ILMN_2120547;ILMN_3280496	
GN000003830	ISL1	0006180647;ILMN_1763390	
GN000117867	SPANXN1	0106200600;ILMN_1654459	
GN000158867	CTDSP2	0102680494;0002940746;ILMN_3308981;ILMN_1692962	
GN000160196	LRRC8D	0001050632;ILMN_1763409;ILMN_1782878	
GN000297214	TMEM14DP	ILMN_1777343;ILMN_3244248	
GN000297336	RMST	ILMN_3245464	
GN000058517	LARP7	ILMN_1756104	
GN000158429	TFPI2	0004920341;ILMN_2068104;ILMN_1667630	
GN000059437	GNG8	ILMN_1693269	
GN000050425	NEO1	0000770402;ILMN_1696702	
GN000158157	RPL41	0006770156;ILMN_2331890;ILMN_1710001	
GN000001317	SUGP2	0006040364;ILMN_1711270;ILMN_1689007;ILMN_1772487	
GN000083268	GCSAML	0001580524;ILMN_1762204	
GN000051390	RASAL1	0000870400;ILMN_1793517	
GN000228786	OR7E36P	ILMN_2199926	
GN000058494	AASDHPPT	0006860131;ILMN_2096191;ILMN_1698189	
GN000049916	GJB5	0002060465;ILMN_1735365	
GN000164485	NDUFA11	0002640433;ILMN_1682299;ILMN_2175712	
GN000051501	ADAM20	0001400440;ILMN_1737629	
GN000160304	DONSON	0004200471;0002570438;ILMN_1758629;ILMN_1709953	
GN000083149	CDC42EP5	0003780019;ILMN_1774982	
GN000157625	EYA2	0000870195;0006770170;0000670100;0004050072;ILMN_2322996;ILMN_1727801;ILMN_2353129;ILMN_1669813;ILMN_1754077;ILMN_1670715	
GN000158494	HIST1H4J	0003800215;ILMN_2224990;ILMN_1662359	
GN000010259	TAF1B	0003130687;ILMN_2143487;ILMN_1667977	
GN000169233	COX6A2	0004780068;ILMN_1752481	
GN000129274	FAM13A-AS1	ILMN_3245879	
GN000116492	OR11H4	0100510341;0005720619;ILMN_1788855	
GN000005247	IL7	ILMN_2059744	
GN000089064	MORN4	0005220333;ILMN_1788878	
GN000005758	PSMC2	0005550364;ILMN_1768784	
GN000002464	GAST	0007100242;ILMN_1712721	
GN000163012	ACOT12	0005340465;ILMN_1785474	
GN000154042	SMS	0006380592;ILMN_1694305;ILMN_2225318	
GN000080910	CNTNAP5	0000940402;0002470301;ILMN_1710394;ILMN_1703776;ILMN_2390504	
GN000117311	C14orf180	0104670315;0002100731;ILMN_1693951	
GN000303489	MIR1178	ILMN_3309249	
GN000061216	MED31	0006550358;ILMN_1756041;ILMN_3251451	
GN000049293	AQP1	0005700441;0000840041;ILMN_1681103;ILMN_1815081;ILMN_1776857	
GN000008807	SMAD9	0001450025;ILMN_1815385	
GN000043555	DTYMK	0004210500;ILMN_1716445;ILMN_1732006	
GN000077617	MUC13	0007050647;ILMN_1651568	
GN000302846	MIR592	ILMN_3310341	
GN000303637	MIR1288	ILMN_3310093	
GN000052172	TUBA1B	0000870594;ILMN_1800261	
GN000548245	PLIN5	ILMN_1791467;ILMN_2209993	
GN000162699	TMEM50B	0001690465;ILMN_1688439;ILMN_1757391;ILMN_2047599	
GN000092105	GBP6	ILMN_1756953	
GN000163711	TNFAIP8L1	0004570402;ILMN_1684346	
GN000076754	APOL4	0001230524;0002360403;ILMN_1704682;ILMN_1779070	
GN000003295	IFNA10	0000450463;ILMN_1769988	
GN000158181	MSMO1	ILMN_1720889;ILMN_1689842;ILMN_2402499	
GN000297078	CKS1BP3	ILMN_1719256;ILMN_2041046	
GN000162268	C1QTNF7	0005050072;ILMN_1662935	
GN000049966	GPER1	0005570494;ILMN_2384056;ILMN_1665435;ILMN_1795298	
GN000162136	PDRG1	0006100403;ILMN_1731720	
GN000156665	KIF1A	0001230372;ILMN_1759330	
GN000083170	ATOH7	0004570215;ILMN_1752393;ILMN_2168228	
GN000160281	DNAJA4	0000520075;ILMN_1776998	
GN000782080	MIR764	ILMN_3308240	
GN000006871	GTF3C4	ILMN_1910423;ILMN_1840934;ILMN_1885165;ILMN_1733964	
GN000007247	CYP11B1	0001450092;ILMN_2358436;ILMN_1801917	
GN000008890	GP5	ILMN_1780622	
GN000158140	RP2	0004730040;ILMN_1659255	
GN000007342	IL2RB	0005390193;ILMN_1684349	
GN000159802	SAR1B	0005270538;ILMN_2287168;ILMN_2394296;ILMN_1736888	
GN000157803	ITPKB	0005890433;ILMN_1700432	
GN000160374	PPP2R2D	0100130070;ILMN_1907279;ILMN_1778587;ILMN_1683589;ILMN_1805652	
GN000547809	MIR556	ILMN_3309148	
GN000003742	GPX1	0001190047;ILMN_1749662;ILMN_1787412	
GN000002757	IDO1	0000770446;ILMN_3239965;ILMN_1656310	
GN000064858	SLC17A9	0003120373;ILMN_1785405	
GN000005041	IFT57	0003140673;ILMN_1811636	
GN000156261	MAU2	0001170059;ILMN_1685631	
GN000059002	SNX10	0006400025;ILMN_2170949;ILMN_1786257	
GN000297405	PRR31	0000780014;ILMN_1662491	
GN000163857	CCDC110	0000870605;ILMN_2163206;ILMN_1702777	
GN000157959	NELL2	0002970348;ILMN_1725417	
GN000160855	ACTR6	0000540309;ILMN_1697585	
GN000009696	CER1	0002230102;ILMN_1690192;ILMN_2115143	
GN000163891	ZNF524	0003170403;ILMN_1810147	
GN000614401	SLC35G5	0005910433;ILMN_2194619;ILMN_1715988	
GN000080760	NANP	0004010671;ILMN_1667132;ILMN_2064132	
GN000157708	NPBWR1	0006900368;ILMN_1752681	
GN000007977	ABL1	0006370600;0005050181;ILMN_1681692;ILMN_2268241;ILMN_1686204;ILMN_1708922;ILMN_1713732	
GN000302231	MIR448	ILMN_3309844	
GN000009473	TP53INP1	0003850369;ILMN_1714108;ILMN_2214197	
GN000008223	ACTN2	0004760059;ILMN_1654422	
GN000116703	OR2T3	0000610239;0104010100;ILMN_1735906	
GN000302856	MIR602	ILMN_3310780	
GN000061328	HGH1	0004760128;ILMN_1745992;ILMN_1652888;ILMN_1665315;ILMN_3243302	
GN000063781	PLEKHH1	0005420369;0105700341;ILMN_1699254	
GN000164246	DCUN1D3	0000070068;0101240541;ILMN_1665455	
GN000003625	DAXX	0002320093;ILMN_1708077;ILMN_1807971	
GN000171690	IGLL3P	0001690020;ILMN_2083066;ILMN_1781255	
GN000001284	SV2A	0006200324;ILMN_1702009	
GN000043774	GALT	0002850433;0001170441;0002060075;ILMN_1697760;ILMN_1657475	
GN000158850	FARSB	0001980725;ILMN_2055930;ILMN_1697304;ILMN_1765696	
GN000125759	CXorf66	0006900600;ILMN_1729965	
GN000086275	ADGRF4	0100730519;ILMN_1684653	
GN000163121	KIAA2013	0005270592;ILMN_1803483	
GN000086018	FAT3	0004230142;0005910300;ILMN_1780591	
GN000005001	DLL1	0004920176;ILMN_1743373	
GN000008638	EEF1G	0003940408;ILMN_1680437;ILMN_2262288	
GN000050019	HCRT	0001850519;ILMN_1761137;ILMN_2179739	
GN000162544	ZDHHC12	0006510563;ILMN_1703370	
GN000158822	MFN2	0003940167;ILMN_1651385	
GN000164286	CERS6	0004760019;0002810403;0100430064;ILMN_1767662	
GN000898200	PRAMEF26	ILMN_1718135	
GN000007328	IRF1	0007100435;ILMN_1708375	
GN000616515	C11orf96	0006220035;ILMN_1747366;ILMN_1677402	
GN000002245	MRPS11	0101170088;0002360338;0105900113;0002360064;ILMN_1722905	
GN000165274	OR10H4	ILMN_1727076;ILMN_2103768	
GN000062494	GPRC5C	0002850286;0102640242;ILMN_1774528;ILMN_2352090;ILMN_1724211	
GN000001338	NBR2	ILMN_1666169;ILMN_1785181	
GN000199317	C8orf49	ILMN_3307154;ILMN_1774884	
GN000163732	VPS37A	0003610687;ILMN_1711139;ILMN_2161832	
GN000001921	MRPL50	0001770131;ILMN_1664833	
GN000087850	FAM126B	0001400519;ILMN_1779486	
GN000302879	MIR624	ILMN_3308673	
GN000158327	TUFT1	0002650070;ILMN_1781374	
GN000199008	DSCR8	0000450121;0005570017;ILMN_1763901;ILMN_1758066;ILMN_1698117	
GN000157946	NDUFB4	0005290347;ILMN_1668027;ILMN_1770589;ILMN_1721719	
GN000547307	MIR661	0005550039;ILMN_1669945;ILMN_1709256	
GN000062396	ZNF334	0002230039;0002230731;ILMN_1661332;ILMN_1672743	
GN000000259	AKR1B1	0005900047;ILMN_1701731	
GN000062075	TMEM248	0001410433;ILMN_1729130	
GN000159442	COG4	0000840010;0003940446;ILMN_1703683	
GN000000821	PPT1	0006940538;ILMN_1669273	
GN000007054	HIPK3	0000630601;ILMN_2337551;ILMN_1746941	
GN000061771	EXOC6	0002510025;ILMN_1651628;ILMN_1667686;ILMN_1679687	
GN000163405	HYLS1	0002940193;ILMN_1747078	
GN000164789	ANKRD37	0004010286;ILMN_1756417	
GN000049509	CHRNE	0006620520;ILMN_1703346	
GN000156669	TYRP1	0004810193;ILMN_2054652;ILMN_1699692	
GN000199302	DFNB59	0105340053;ILMN_2156687;ILMN_1914857	
GN000043341	WSCD1	0002690059;0103830347;ILMN_1774330	
GN000000938	SPAST	ILMN_1791547;ILMN_1796738;ILMN_2373556	
GN000004192	KLF4	0000520139;ILMN_1779857;ILMN_2137789	
GN000001713	SLC39A1	0000540170;ILMN_2116714;ILMN_1756887	
GN000005461	RAD51	0004920577;0002350021;ILMN_1659864;ILMN_1795609;ILMN_2363027;ILMN_2257432	
GN000160599	PLEKHG5	0002320441;0006590139;ILMN_1738680;ILMN_2297644;ILMN_1780047;ILMN_1784477;ILMN_2358801;ILMN_2299661	
GN000108652	MROH5	0101580113;0106510402;0102100167;ILMN_1659980	
GN000110690	C4orf3	0100630168;ILMN_1750347;ILMN_3242086;ILMN_2051684	
GN000160323	NBPF1	0003780088;ILMN_2295987;ILMN_3236982;ILMN_2410421;ILMN_3200362;ILMN_1715242	
GN000157455	CDH2	0002230053;ILMN_1779228	
GN000158128	REV3L	0003520112;ILMN_2199947;ILMN_1724277	
GN000001855	ATP6V1D	0006860717;ILMN_1797310	
GN000158367	ZNF16	0002510333;ILMN_1713992;ILMN_2332795;ILMN_1669275	
GN000005291	AFF3	0000730411;ILMN_1677951;ILMN_1775235;ILMN_1697308	
GN000008214	ARHGEF2	0004850176;ILMN_1703477	
GN000089860	FAM134C	0105080537;0007100671;0002760487;ILMN_1666449;ILMN_1675321	
GN000010904	JDP2	0003130091;ILMN_1747205	
GN000001966	PPP2R3C	0002640465;ILMN_2214603;ILMN_1662617	
GN000006369	TFCP2L1	0002060438;ILMN_1736527	
GN000007077	SOX17	0004120184;ILMN_1671092	
GN000008096	LIF	0000540390;ILMN_1780599;ILMN_1738725	
GN000156405	RALY	0007100132;0103800021;ILMN_2403994;ILMN_1690610	
GN000001096	KMO	0001170577;ILMN_1730917	
GN000125109	MS4A13	ILMN_2233689	
GN000297271	SPDYE6	0003450408;ILMN_2144654;ILMN_3200018;ILMN_1712031	
GN000082135	SLC38A10	0005670025;ILMN_2377093;ILMN_1759743;ILMN_2277419	
GN000110632	OR2Y1	0006760017;ILMN_1658062;ILMN_1791587	
GN000160562	ZNF248	0003190735;ILMN_1662192	
GN000049555	COL13A1	0000580152;ILMN_2311052;ILMN_2370624	
GN000163898	NUDT10	0001980717;ILMN_2111294;ILMN_1653274	
GN000087879	TCAF2	0006450014;ILMN_1652494;ILMN_1780798;ILMN_1740818;ILMN_1655404;ILMN_3184048	
GN000049635	DGKQ	ILMN_1793017	
GN000051645	SLC28A1	0002370551;0003870035;ILMN_1815165;ILMN_1739925	
GN000160274	SERINC2	0001500452;ILMN_1694509;ILMN_2111932	
GN000050566	ABCB4	0005570059;ILMN_1767349	
GN000006412	VPS45	0002230347;ILMN_1683243	
GN000153910	RTL1	0002100136;ILMN_1777245;ILMN_1677845	
GN000043941	PLA2R1	0005080673;ILMN_1683016;ILMN_1704424	
GN000062009	PIGX	0006620152;ILMN_1769508	
GN000614383	PRSS56	0004670086;ILMN_1674447	
GN000162947	SPATA25	0002120204;ILMN_1785476	
GN000001198	NRXN2	0002850671;ILMN_1763047;ILMN_1738684	
GN000158065	PRKACG	0002320047;ILMN_1757605;ILMN_1808368	
GN000080242	LEAP2	0006550093;ILMN_2124361;ILMN_1752574	
GN000076229	GALNT12	0005290725;ILMN_1735157	
GN000090100	FAM83C	0000430288;ILMN_1673356	
GN000062297	ETNK1	0001190671;ILMN_2316778;ILMN_1686937;ILMN_1696028;ILMN_2244547	
GN000782559	MIR3143	0000940451;ILMN_2188451;ILMN_1789530	
GN000297117	KCNIP4-IT1	ILMN_3242530	
GN000008832	DDIT3	0000460576;ILMN_1676984	
GN000078021	KRTAP9-2	0005670059;ILMN_1716822	
GN000163709	ZNF543	0006770072;ILMN_1716658	
GN000008932	ITGB4	0000840408;0103120041;ILMN_2334210;ILMN_2317543;ILMN_2253707;ILMN_1653965;ILMN_1666451	
GN000614732	ANKRD65	0005890020;ILMN_1708608	
GN000163803	ZNF567	0002060121;ILMN_2096737;ILMN_1687544	
GN000052226	SEMA4G	0006450093;ILMN_3244209;ILMN_1676248	
GN000160131	FAM206A	0005290739;ILMN_2191929;ILMN_1685104	
GN000010681	MBD2	0004540100;0002370603;ILMN_1750395;ILMN_1785587;ILMN_2387452;ILMN_1717195	
GN000126125	GDPGP1	ILMN_1810855	
GN000000475	SLC31A1	0000770619;ILMN_1804562	
GN000160884	DEPTOR	0005340441;ILMN_1756685;ILMN_2172755	
GN000087819	C17orf104	0003440408;ILMN_2085339;ILMN_1673642	
GN000156443	BBS9	ILMN_2352159;ILMN_1794956	
GN000059345	CALY	0002510215;0003440452;ILMN_1771622;ILMN_3238986	
GN000007801	MYF6	0006130577;ILMN_1805802	
GN000079256	ZNF764	0002340670;ILMN_1727938	
GN000163219	DPH7	0002470494;ILMN_1689932	
GN000165996	CES3	0004730072;ILMN_2165975;ILMN_1751757	
GN000540235	PIEZO2	0000840088;0003190102;ILMN_1916965;ILMN_1665686;ILMN_1784905;ILMN_1807303	
GN000157610	ELN	ILMN_2385672	
GN000003377	THBS1	0004480278;ILMN_1686116	
GN000085334	ERICH3	0002640026;ILMN_1751569	
GN000002165	USP37	0001580341;ILMN_1686319	
GN000616488	C2CD4D	ILMN_3248176	
GN000002232	RBM15	0006900324;ILMN_1666739;ILMN_1654427	
GN000126705	SULT1A4	0004670014;0004730068;ILMN_1815283;ILMN_2336130;ILMN_1707804;ILMN_1698047;ILMN_3250899;ILMN_2336133;ILMN_1678293	
GN000051839	WSCD2	0005860253;ILMN_1813230;ILMN_3177250	
GN000064528	MPP4	0002850647;ILMN_1705579	
GN000076017	COLEC11	0003850070;0005420102;ILMN_2414268;ILMN_2298189;ILMN_1735192	
GN000000734	NDUFS3	0003840164;0002350372;ILMN_1756355;ILMN_3236945	
GN000228518	MIR424	ILMN_3309404;ILMN_3309804	
GN000156334	PDYN	0001230010;ILMN_1747019	
GN000004297	TFEB	0004480647;ILMN_1733616	
GN000092168	REC114	0002230129;ILMN_2145490	
GN000085460	MANEAL	0000130133;ILMN_1709605;ILMN_1662147;ILMN_1674975	
GN000043348	TET3	0006350050;ILMN_3238192;ILMN_1787155	
GN000164941	NAIF1	0000630463;ILMN_1714148;ILMN_1699511;ILMN_3245620	
GN000003277	COX6B1	ILMN_2154671;ILMN_1781094	
GN000157882	MCPH1	ILMN_1753122	
GN000540793	SMIM20	0000870021;ILMN_1652763	
GN000007683	GRM2	0100070132;ILMN_1693604	
GN000091618	LYPD6	0006220722;ILMN_1776724	
GN000157390	ATP5H	0006020148;ILMN_1666372	
GN000158998	ERN2	0004850301;ILMN_1678899	
GN000126696	IL31	ILMN_1668218;ILMN_2201866	
GN000162740	TBC1D22A	0004120059;ILMN_2096743;ILMN_1741540;ILMN_3251227	
GN000898270	DUX4L3	0005220280;0102900136;ILMN_1736918;ILMN_3238910;ILMN_3244025;ILMN_1684709;ILMN_3243738;ILMN_3238130;ILMN_3243639	
GN000872716	DNAI1	0006100368;ILMN_1745880	
GN000159812	HN1	0005290300;ILMN_2384591;ILMN_1651461	
GN000049235	ADH5	0001410403;ILMN_1738604	
GN000303291	MIR891A	ILMN_3310915	
GN000085886	C6orf223	0005900458;ILMN_1799058;ILMN_3248091;ILMN_1810930	
GN000158179	SARS	0003060132;ILMN_1706949;ILMN_1786972	
GN000159332	CDK19	0001770086;ILMN_1676891	
GN000162532	PHF5A	0003840551;ILMN_2112402;ILMN_1775901	
GN000160617	KIAA1257	0007040021;ILMN_1651865	
GN000001446	NPFFR2	0001740050;0006020722;ILMN_2307851;ILMN_1739690;ILMN_1751493	
GN000297573	SNORA36C	ILMN_3235334	
GN001040654	RANP1	ILMN_3307930	
GN000062096	ATP5SL	ILMN_1809027	
GN000051474	KRT37	0007100156;ILMN_1740813	
GN000085373	THEMIS	0001450184;ILMN_1684040	
GN000062283	LRP1B	0002340161;ILMN_1696587	
GN000050941	SMARCD3	0006370594;ILMN_1693244;ILMN_1792521;ILMN_2309180	
GN000088614	KRT77	0005290541;ILMN_1801428	
GN000162166	RNF146	0005420091;ILMN_1682626;ILMN_1685679	
GN000165037	FAM120AOS	0002100270;ILMN_1750969;ILMN_3238859;ILMN_1669203	
GN000161872	ZFAND1	0002760446;ILMN_2087989;ILMN_1730907	
GN000009133	PRPF19	0003060541;ILMN_1769545;ILMN_1737066	
GN000156644	NPIPA1	0003710484;ILMN_1709326;ILMN_3246585;ILMN_3308683;ILMN_2208802;ILMN_1763685;ILMN_1663298	
GN000005423	PITPNA	0103290463;0005670333;ILMN_1715804	
GN000010864	LIG4	0006510538;ILMN_1680714;ILMN_1693758;ILMN_2373073	
GN000163446	SLC2A12	0006770193;ILMN_1766261	
GN000160105	DPP8	0001240309;0001780538;ILMN_1792757;ILMN_2312732;ILMN_2260926;ILMN_1759801	
GN000159334	TNRC6B	0106900288;0006660441;ILMN_1725739;ILMN_1726786;ILMN_1771201	
GN000005549	SUPT5H	0003450286;ILMN_1703866;ILMN_3205404	
GN000108522	FIBIN	0005390170;0103780672;ILMN_1716247	
GN000157630	F8	0003140338;0002690746;ILMN_1691584;ILMN_2370622;ILMN_1670229;ILMN_3233263;ILMN_1675083	
GN000008197	PIP4K2B	0001170047;ILMN_1701213;ILMN_1812105	
GN000002752	APOC2;APOC4-APOC2	0004150082;0004610440;ILMN_1765605;ILMN_1802923	
GN000076265	ZNF750	0002100164;ILMN_1700583	
GN000089931	FADS6	0003060500;ILMN_1704790	
GN000163921	SAXO1	0000110100;ILMN_1764959	
GN000061307	HERC5	0001230100;ILMN_1729749	
GN000160246	KLHL26	0006380373;ILMN_1805330	
GN000005417	PIK3CB	0000780167;ILMN_1763347	
GN000094456	TMEM179B	0002570215;0002350181;ILMN_1727281	
GN000050698	PSMD3	0003130746;ILMN_1796430	
GN000005736	SRP14	0005360180;ILMN_3251269;ILMN_1809347	
GN000076339	NUDT18	0006200451;ILMN_1787885	
GN000049954	UTS2R	0005080398;ILMN_1747962	
GN000000782	PEX13	0007050463;ILMN_1683916	
GN000162886	PCMTD1	0002060113;ILMN_1737426	
GN000058707	SERGEF	0006550494;ILMN_1760049	
GN000302722	MIR508	ILMN_3310476	
GN000198947	RNU5A-1	ILMN_3237617	
GN000065043	RHBDF1	0002900398;ILMN_1808404	
GN000297351	RPSAP12	ILMN_1710885	
GN000156393	NBEAL2	ILMN_1660629	
GN000158858	TSSC4	0000870736;ILMN_1802753	
GN000043498	ANKRD1	0000380161;ILMN_1716264	
GN000004528	RRAS2	ILMN_1667519;ILMN_2077623	
GN000000789	PHF1	0002900528;0001940632;ILMN_1746968;ILMN_2385866;ILMN_1752877	
GN000158109	RABGGTB	0004280324;ILMN_3240576;ILMN_3236110;ILMN_2163796	
GN000050243	LTBP2	0004560735;0001190600;ILMN_3248591;ILMN_1703486	
GN000158830	AMMECR1	0002100601;ILMN_1670506;ILMN_1724879;ILMN_1779374;ILMN_2394242	
GN000154213	DNAJB2	0002940136;ILMN_2390974;ILMN_1744689;ILMN_2285213	
GN000049503	CHRNA4	0105270632;0001690204;ILMN_1729857	
GN000199310	ADAMTSL4-AS1	ILMN_1705904	
GN000050110	ING2	0000380315;ILMN_2085722;ILMN_1671265	
